24,2,3,3,1,1,2,3
45,1,3,10,1,1,3,4
43,2,3,7,1,1,3,4
42,3,2,9,1,1,3,3
36,3,3,8,1,1,3,2
19,4,4,0,1,1,3,3
38,2,3,6,1,1,3,2
21,3,3,1,1,0,3,2
27,2,3,3,1,1,3,4
45,1,1,8,1,1,2,2
38,1,3,2,1,0,3,3
42,1,4,4,1,1,1,3
44,4,4,1,1,0,1,4
42,2,4,1,1,0,3,3
38,3,4,2,1,1,2,3
26,2,4,0,1,1,4,1
48,1,1,7,1,1,2,4
39,2,2,6,1,1,2,4
37,2,2,8,1,1,2,3
39,2,1,5,1,1,2,1
26,3,4,1,1,0,4,1
24,3,4,0,1,0,3,1
46,4,4,1,0,1,1,4
39,4,4,1,1,1,1,4
48,4,4,5,1,1,1,4
40,2,4,8,1,1,3,3
38,4,4,1,1,0,1,4
29,4,4,0,1,0,1,4
24,4,4,0,1,0,2,2
43,1,2,8,1,1,2,4
31,3,4,2,1,1,1,4
31,4,4,2,1,1,3,2
26,2,4,0,1,0,1,2
33,2,2,2,1,1,3,1
24,2,3,1,1,1,3,3
42,1,3,9,1,1,3,2
43,1,2,8,1,0,3,1
25,3,3,4,1,1,3,2
42,2,2,3,1,1,3,4
28,2,2,1,1,1,2,4
28,1,1,3,1,1,3,1
47,2,3,0,1,0,1,3
48,2,4,2,1,1,1,3
40,4,4,2,0,1,1,4
28,2,2,1,1,1,3,2
25,1,4,1,1,1,2,1
32,4,4,2,1,1,2,3
45,4,4,0,1,1,2,4
26,4,4,1,1,1,1,4
26,4,4,0,1,0,1,4
31,4,4,0,1,0,1,4
49,4,4,7,0,1,2,4
40,3,4,8,1,1,3,3
34,4,4,1,0,0,2,3
36,2,4,5,1,1,2,3
20,2,2,2,1,1,2,2
43,4,4,5,1,0,1,4
37,3,4,7,1,1,2,1
21,2,3,0,1,1,3,4
49,4,4,6,1,1,1,2
42,3,3,10,1,1,3,3
20,2,3,1,1,1,2,3
47,1,2,2,1,0,1,3
22,2,3,1,1,1,2,1
27,2,4,1,1,0,1,3
24,2,4,1,1,1,3,1
44,4,2,8,1,1,3,3
30,2,3,3,1,1,3,1
23,3,4,2,1,1,3,4
25,4,4,1,1,0,3,3
47,2,3,4,1,1,2,3
48,2,3,8,1,1,1,4
29,2,3,1,1,1,1,1
29,2,3,1,1,1,1,2
21,3,4,0,1,1,2,3
21,3,4,1,1,1,2,3
29,4,4,0,1,0,2,4
45,3,4,3,1,1,1,4
33,2,3,2,1,1,3,2
38,4,4,1,1,0,1,4
24,4,4,0,0,1,1,4
49,4,4,6,0,0,1,4
24,2,4,1,1,0,4,4
28,4,4,0,0,0,1,4
30,4,4,2,1,1,1,4
33,4,4,2,1,1,1,4
25,4,4,1,1,1,1,3
35,4,4,3,0,1,1,4
27,2,4,4,1,1,1,4
24,2,2,3,1,0,2,1
25,2,3,0,1,1,2,1
46,2,4,6,1,1,1,4
26,2,2,3,1,1,2,1
38,2,2,1,1,0,3,2
47,1,2,3,1,1,1,3
41,1,3,10,1,1,2,3
41,2,3,1,1,0,2,3
28,4,4,5,1,1,2,1
17,2,2,3,1,1,3,1
27,2,3,5,1,1,2,1
27,1,2,4,1,1,3,1
19,2,3,0,1,0,2,2
27,2,4,3,1,0,3,2
26,4,3,4,1,1,2,3
23,2,4,2,1,1,3,3
40,3,3,3,1,1,3,2
22,4,4,0,1,1,1,1
44,3,4,4,1,0,1,3
29,2,3,2,1,1,3,1
26,2,3,3,1,1,3,1
45,4,4,1,1,0,3,3
32,3,3,7,1,0,2,3
21,4,4,1,1,1,1,4
31,2,2,4,1,1,3,3
21,3,4,0,1,1,1,3
37,4,4,1,1,1,1,4
34,4,4,3,0,0,3,3
44,3,4,1,1,1,1,3
49,4,3,5,1,1,2,3
26,2,3,2,1,1,3,3
38,1,2,1,1,1,2,4
36,2,3,5,1,1,2,3
26,3,4,2,1,1,3,3
20,2,3,1,0,1,3,2
44,2,1,3,1,0,3,2
31,3,4,2,1,1,1,2
45,4,4,1,1,1,1,3
36,2,3,2,1,1,3,2
43,1,3,2,1,0,2,2
25,3,4,0,1,1,1,3
48,3,4,3,1,1,3,1
30,4,4,0,0,0,1,3
48,1,2,8,1,1,3,1
28,3,4,1,1,1,3,1
26,4,4,1,1,1,1,3
26,3,3,3,1,0,2,4
24,4,4,2,1,1,3,3
21,3,3,2,1,1,2,2
30,4,4,2,0,1,3,1
20,4,4,1,1,1,1,4
33,4,4,2,1,1,1,3
30,4,4,0,0,0,3,3
47,4,4,1,1,0,1,3
35,4,4,2,0,1,3,3
30,2,4,2,1,1,3,4
33,4,4,3,1,1,1,4
45,4,4,4,1,1,2,3
41,4,4,2,1,1,1,4
32,4,4,1,1,0,1,3
43,4,4,5,1,1,1,4
44,4,4,3,1,1,2,4
21,1,3,4,1,1,3,2
44,3,4,2,1,1,1,4
23,4,4,2,1,1,2,4
47,1,2,4,1,1,2,2
47,1,1,7,1,1,2,3
35,4,4,2,1,0,2,4
32,2,4,4,1,1,3,2
45,1,4,5,1,1,1,2
22,2,2,2,1,1,3,1
23,1,1,3,1,1,2,1
30,4,4,0,1,0,1,4
44,1,3,0,1,1,2,3
40,3,3,1,1,0,3,3
34,4,4,4,1,1,2,3
37,3,4,1,1,1,2,4
49,3,4,5,1,1,1,4
26,4,4,1,1,1,1,4
22,4,4,0,1,1,2,4
20,3,4,0,1,0,2,4
47,4,4,4,1,1,1,4
49,2,2,8,1,0,3,1
22,2,4,1,1,1,2,4
22,3,3,2,1,1,3,4
25,3,2,2,1,1,3,2
32,2,4,0,1,0,3,4
28,4,4,0,0,1,1,3
30,2,4,4,1,0,1,4
45,2,4,2,1,0,2,4
49,2,1,10,1,0,2,4
34,4,4,2,1,0,1,4
25,2,4,1,1,1,2,2
42,1,3,12,1,1,3,3
48,2,1,3,1,0,4,3
35,3,4,5,1,0,2,2
33,2,3,1,1,1,3,4
20,2,4,0,1,1,3,2
36,2,3,4,1,1,3,1
19,3,3,2,1,1,3,2
27,3,2,3,1,1,3,2
30,1,2,4,1,1,4,1
31,3,4,3,1,0,3,2
44,1,1,11,1,1,4,1
24,3,3,2,1,1,3,3
18,3,4,0,1,0,3,1
45,1,2,6,1,1,3,3
25,2,2,3,1,0,3,1
36,3,4,6,1,1,2,4
30,1,1,5,1,1,2,2
32,2,4,2,1,1,3,3
42,1,4,11,0,1,2,2
22,2,4,0,1,1,3,3
36,2,4,2,1,0,2,4
27,2,3,2,1,1,3,3
40,3,4,1,1,1,1,2
22,2,3,2,1,1,3,1
26,2,4,0,1,1,3,1
31,3,4,0,1,0,2,3
32,4,4,1,1,1,1,4
34,2,3,3,1,0,3,2
40,3,3,1,0,1,3,4
45,1,2,1,1,0,3,3
26,3,4,3,1,1,3,2
48,1,3,5,1,1,3,2
43,1,3,8,1,1,3,1
27,3,4,2,1,0,2,2
42,3,2,1,1,1,3,3
34,3,2,8,1,0,2,3
32,3,2,4,1,1,2,2
31,3,3,2,1,0,2,3
22,2,3,1,1,1,3,3
27,3,4,0,1,1,3,3
37,1,2,2,1,1,2,2
22,1,2,0,1,1,2,4
47,4,4,4,1,1,1,4
32,4,4,4,1,0,1,3
37,3,3,2,1,1,1,4
45,1,3,1,1,1,2,3
47,1,4,8,1,1,3,3
28,3,4,0,1,1,3,2
48,1,3,4,1,1,3,4
26,2,4,1,1,1,1,3
21,3,4,0,1,0,3,1
20,2,3,1,1,1,2,4
39,1,1,5,1,0,3,1
27,2,3,1,1,0,3,4
37,2,3,5,1,0,3,2
24,4,4,1,1,1,3,3
39,3,3,6,1,1,3,3
20,3,3,1,1,1,2,3
19,3,4,1,1,1,2,3
40,3,3,4,1,1,2,2
41,1,4,4,1,1,3,3
22,4,4,2,1,1,1,3
32,3,4,4,1,1,1,4
34,4,4,2,0,1,1,4
34,4,4,2,1,0,1,3
23,4,4,2,1,1,1,4
27,4,4,1,1,1,1,2
46,3,2,11,1,0,2,2
34,4,4,3,0,1,1,2
33,4,4,5,1,1,3,3
25,3,3,1,1,1,3,2
26,4,4,1,1,0,1,4
48,1,3,4,1,1,3,3
36,4,4,2,1,1,3,3
38,3,4,2,0,1,2,4
44,1,2,7,1,1,3,4
44,2,2,1,1,0,3,2
39,3,3,1,0,1,3,4
47,1,2,7,1,0,3,2
43,1,3,5,1,0,3,2
29,3,3,3,1,0,2,4
22,3,3,0,1,1,2,2
31,2,4,5,1,1,3,2
22,4,4,0,1,1,1,3
45,3,4,6,1,1,2,4
42,3,4,10,1,0,3,2
38,3,3,7,1,1,3,1
47,1,1,6,1,0,3,1
30,4,4,2,1,1,1,4
28,3,4,1,1,1,3,4
25,3,4,1,1,1,2,1
49,2,4,6,0,1,2,3
23,3,4,2,1,0,2,3
35,3,4,1,0,1,2,3
47,2,1,5,0,1,2,4
35,2,3,0,1,1,2,4
44,3,4,6,1,1,3,4
48,4,4,3,1,1,2,4
43,2,3,6,1,0,3,3
21,2,4,2,1,1,3,1
22,4,4,0,1,1,1,4
41,3,3,5,1,1,3,4
29,2,4,2,1,0,4,4
44,4,4,5,0,1,2,4
22,4,4,0,1,0,1,4
23,2,4,4,1,1,3,3
22,2,1,0,1,1,3,2
35,1,3,0,1,1,2,2
24,4,4,1,1,1,2,2
36,4,4,4,1,1,1,4
47,1,2,2,1,1,2,4
40,4,4,3,1,1,3,4
29,4,4,1,1,1,1,3
49,3,4,6,1,1,1,4
49,3,4,9,1,1,1,4
47,4,4,2,1,1,1,4
28,4,4,3,0,1,1,4
26,4,4,1,1,1,1,4
29,1,2,7,1,1,2,4
29,4,2,0,1,0,2,2
25,3,3,1,1,1,3,4
24,2,4,2,1,1,3,4
23,4,4,1,1,0,2,4
23,4,4,2,1,0,3,3
44,1,2,2,1,1,2,4
39,3,4,6,1,1,1,4
21,3,3,0,1,1,2,2
22,3,4,2,1,1,2,3
47,3,4,3,1,1,2,3
36,3,3,2,1,0,2,4
25,1,4,2,1,0,3,3
40,4,4,2,1,1,3,4
